date,title,release_date,platform,subsidiary,account,distributor,units_sold,weeks_before_launch,preorder_status
2021-03-27,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,23.0,5,Current
2021-03-13,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,16.0,7,Current
2021-03-06,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,16.0,8,Current
2021-02-27,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,17.0,9,Current
2021-02-13,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,16.0,11,Current
2021-01-16,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,16.0,15,Current
2021-01-09,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,16.0,16,Current
2021-04-17,WRC 9,2021-04-27,Nintendo Switch,US,Amazon US,,25.0,2,Current
2021-04-24,WRC 9,2021-04-27,Nintendo Switch,US,Best Buy,U&I,33.0,1,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,1,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,1,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - Ireland,,15.0,2,Current
2021-01-30,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,16.0,12,Current
2021-02-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,17.0,11,Current
2021-02-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,10,Current
2021-02-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,9,Current
2021-02-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,18.0,8,Current
2021-04-17,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,1,Current
2021-03-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,7,Current
2021-03-06,Chess Ultra,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,21.0,7,Current
2021-03-13,Chess Ultra,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,28.0,6,Current
2021-03-20,Chess Ultra,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,18.0,5,Current
2021-01-09,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,18.0,15,Current
2021-04-03,Chess Ultra,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,22.0,3,Current
2021-01-16,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,19.0,14,Current
2021-03-06,Chess Ultra,2021-04-23,Nintendo Switch,US,GameStop,U&I,19.0,7,Current
2021-03-13,Chess Ultra,2021-04-23,Nintendo Switch,US,GameStop,U&I,19.0,6,Current
2021-03-20,Chess Ultra,2021-04-23,Nintendo Switch,US,GameStop,U&I,17.0,5,Current
2021-03-27,Chess Ultra,2021-04-23,Nintendo Switch,US,GameStop,U&I,19.0,4,Current
2021-04-03,Chess Ultra,2021-04-23,Nintendo Switch,US,GameStop,U&I,20.0,3,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,US,GameStop,U&I,18.0,2,Current
2021-01-02,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Argos,Centresoft,58.0,16,Current
2021-01-09,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Argos,Centresoft,36.0,15,Current
2021-01-16,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Argos,Centresoft,36.0,14,Current
2021-01-23,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,13,Current
2021-01-23,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Argos,Centresoft,35.0,13,Current
2021-01-02,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,24.0,16,Current
2021-03-27,Chess Ultra,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,22.0,4,Current
2021-04-03,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,3,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,19.0,2,Current
2021-04-17,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,1,Current
2021-01-23,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,13,Current
2021-01-16,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,14,Current
2021-01-09,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,15,Current
2021-01-02,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,16,Current
2021-03-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - Ireland,,15.0,7,Current
2021-04-17,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,1,Current
2021-04-10,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,2,Current
2021-04-03,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,17.0,3,Current
2021-03-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,4,Current
2021-03-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,5,Current
2021-03-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,6,Current
2021-03-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,7,Current
2021-02-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,8,Current
2021-02-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,9,Current
2021-02-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,10,Current
2021-02-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,11,Current
2021-01-30,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,12,Current
2021-01-23,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,13,Current
2021-01-16,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,14,Current
2021-01-09,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,15,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,2,Current
2021-01-30,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,12,Current
2021-02-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,11,Current
2021-02-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,10,Current
2021-01-16,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,22.0,14,Current
2021-03-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,5,Current
2021-03-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,18.0,6,Current
2021-03-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,15.0,7,Current
2021-02-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,18.0,8,Current
2021-02-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,19.0,9,Current
2021-02-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,18.0,10,Current
2021-02-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,16.0,11,Current
2021-01-30,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,18.0,12,Current
2021-01-23,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,17.0,13,Current
2021-01-09,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,25.0,15,Current
2021-02-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,9,Current
2021-01-02,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,22.0,16,Current
2021-04-17,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-04-10,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,2,Current
2021-04-03,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,3,Current
2021-03-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,4,Current
2021-03-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,5,Current
2021-03-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,6,Current
2021-03-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,7,Current
2021-02-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,8,Current
2021-04-10,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,18.0,2,Current
2021-03-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,4,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,24.0,1,Current
2021-03-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,5,Current
2021-02-27,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,20.0,8,Current
2021-03-13,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,17.0,6,Current
2021-03-20,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,16.0,5,Current
2021-03-27,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,16.0,4,Current
2021-04-03,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,18.0,3,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,19.0,2,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,16.0,1,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Express Gifts,Centresoft,15.0,1,Current
2021-03-06,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,16.0,7,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,16.0,2,Current
2021-03-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Shop Direct,Centresoft,19.0,4,Current
2021-01-02,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,16,Current
2021-04-17,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,21.0,1,Current
2021-04-10,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,2,Current
2021-04-03,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,3,Current
2021-03-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,4,Current
2021-03-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,5,Current
2021-03-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,6,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,US,Walmart.com,Cokem,16.0,2,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,US,Maximum Games Inventory - US,,15.0,1,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Argos Online,Centresoft,15.0,1,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Argos,Centresoft,15.0,1,Current
2021-04-03,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,,Astragon,21.0,3,Current
2021-03-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,6,Current
2021-03-06,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,7,Current
2021-02-27,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,8,Current
2021-02-20,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,9,Current
2021-02-13,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,10,Current
2021-01-02,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,16,Current
2021-03-13,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,,Astragon,35.0,6,Current
2021-03-20,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,,Astragon,27.0,5,Current
2021-03-27,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,,Astragon,22.0,4,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,,Astragon,18.0,2,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,37.0,1,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,,Astragon,16.0,1,Current
2021-02-20,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,9,Current
2021-02-27,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,21.0,8,Current
2021-03-06,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,7,Current
2021-03-13,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,18.0,6,Current
2021-03-20,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,5,Current
2021-03-27,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,18.0,4,Current
2021-04-03,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,21.0,3,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,2,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - Ireland,,15.0,1,Current
2021-02-27,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,8,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-03-06,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,,Astragon,17.0,7,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Express Gifts,Centresoft,15.0,1,Current
2021-02-20,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,16.0,9,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,16.0,6,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,16.0,2,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,15.0,1,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,1,Current
2021-04-17,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-04-10,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,2,Current
2021-04-17,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - Ireland,,15.0,1,Current
2021-04-10,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - Ireland,,15.0,2,Current
2021-04-17,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Indie,Centresoft,15.0,1,Current
2021-04-17,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,17.0,1,Current
2021-04-10,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,GAME,U&I,16.0,2,Current
2021-03-27,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,16.0,4,Current
2021-03-06,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,16.0,7,Current
2021-02-20,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,16.0,9,Current
2021-04-17,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Argos Online,Centresoft,15.0,1,Current
2021-03-13,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon CA,,18.0,6,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,,Astragon,16.0,6,Current
2021-04-03,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,3,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,,Astragon,16.0,2,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,21.0,2,Current
2021-04-03,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,19.0,3,Current
2021-03-27,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,19.0,4,Current
2021-03-20,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,20.0,5,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,18.0,6,Current
2021-03-06,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,18.0,7,Current
2021-02-27,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,16.0,8,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Argos Online,Centresoft,15.0,1,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Argos,Centresoft,15.0,1,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,25.0,1,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,18.0,2,Current
2021-04-03,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,18.0,3,Current
2021-03-27,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,23.0,4,Current
2021-03-20,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,17.0,5,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,18.0,6,Current
2021-03-06,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,20.0,7,Current
2021-02-27,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,22.0,8,Current
2021-02-20,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,9,Current
2021-03-13,Urban Flow,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,16.0,6,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,DirectSoft,Centresoft,24.0,1,Current
2021-04-10,Headsnatchers,2021-04-23,Nintendo Switch,UK/EU,Amazon UK,,15.0,2,Current
2021-03-20,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon US,,21.0,5,Current
2021-04-03,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon US,,19.0,3,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon US,,22.0,2,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon US,,18.0,1,Current
2021-03-06,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon US,,30.0,7,Current
2021-03-13,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon US,,28.0,6,Current
2021-03-20,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon US,,24.0,5,Current
2021-03-27,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon US,,26.0,4,Current
2021-04-03,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon US,,21.0,3,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon US,,20.0,2,Current
2021-04-17,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon US,,16.0,1,Current
2021-03-06,Pure Pool,2021-04-23,Nintendo Switch,US,GameStop,U&I,17.0,7,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,US,GameStop,U&I,18.0,6,Current
2021-03-20,Pure Pool,2021-04-23,Nintendo Switch,US,GameStop,U&I,17.0,5,Current
2021-03-27,Pure Pool,2021-04-23,Nintendo Switch,US,GameStop,U&I,16.0,4,Current
2021-04-03,Pure Pool,2021-04-23,Nintendo Switch,US,GameStop,U&I,19.0,3,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,US,GameStop,U&I,16.0,2,Current
2021-03-06,Pure Pool,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,17.0,7,Current
2021-03-27,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon US,,17.0,4,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon US,,20.0,6,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,20.0,1,Current
2021-03-06,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon US,,28.0,7,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - Ireland,,15.0,2,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - Ireland,,15.0,1,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,2,Current
2021-03-20,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon CA,,18.0,5,Current
2021-03-27,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon CA,,16.0,4,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,US,Walmart.com,Cokem,17.0,1,Current
2021-03-27,Pure Pool,2021-04-23,Nintendo Switch,US,Walmart.com,Cokem,17.0,4,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,US,Maximum Games Inventory - US,,15.0,1,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,17.0,6,Current
2021-04-10,Pure Pool,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,18.0,2,Current
2021-04-03,Pure Pool,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,19.0,3,Current
2021-03-27,Pure Pool,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,16.0,4,Current
2021-03-20,Pure Pool,2021-04-23,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,16.0,5,Current
2021-04-10,Chess Ultra,2021-04-23,Nintendo Switch,US,Amazon CA,,16.0,2,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,1,Current
2021-03-13,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon CA,,17.0,6,Current
2021-04-17,Pure Pool,2021-04-23,Nintendo Switch,US,Amazon CA,,16.0,1,Current
2021-03-27,Crypt of the NecroDancer Collector's Edition,2021-04-09,PS4,US,GameStop,U&I,23.0,2,Current
2021-03-06,Crypt of the NecroDancer Collector's Edition,2021-04-09,PS4,US,GameStop,U&I,22.0,5,Current
2021-03-20,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,16.0,3,Catalog
2021-03-06,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,23.0,5,Catalog
2021-04-03,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Argos Online,Centresoft,15.0,1,Catalog
2021-04-03,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,43.0,1,Catalog
2021-03-27,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,26.0,2,Catalog
2021-03-13,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,17.0,4,Catalog
2021-01-02,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,18.0,14,Catalog
2021-01-09,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,21.0,13,Catalog
2021-01-16,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,21.0,12,Catalog
2021-01-23,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,22.0,11,Catalog
2021-01-30,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,18.0,10,Catalog
2021-02-06,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,21.0,9,Catalog
2021-02-13,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,19.0,8,Catalog
2021-02-20,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,22.0,7,Catalog
2021-01-02,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,15.0,14,Catalog
2021-01-09,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,16.0,13,Catalog
2021-02-06,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,16.0,9,Catalog
2021-04-03,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,19.0,1,Catalog
2021-02-20,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,17.0,7,Catalog
2021-04-03,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Maximum Games Inventory - UK,,15.0,1,Catalog
2021-04-03,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Indie,Centresoft,41.0,1,Catalog
2021-02-27,WRC 9,2021-04-08,Nintendo Switch,UK/EU,Amazon UK,,21.0,6,Catalog
2021-03-20,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,17.0,3,Catalog
2021-03-13,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,16.0,4,Catalog
2021-02-27,WRC 9,2021-04-08,Nintendo Switch,UK/EU,GAME,U&I,17.0,6,Catalog
2021-03-27,Lost Words,2021-04-06,Nintendo Switch,US,GameStop,U&I,31.0,2,Current
2021-02-27,Lost Words,2021-04-06,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,23.0,6,Current
2021-03-06,Lost Words,2021-04-06,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,17.0,5,Current
2021-03-13,Lost Words,2021-04-06,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,20.0,4,Current
2021-03-27,Lost Words,2021-04-06,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,16.0,2,Current
2021-04-03,Lost Words,2021-04-06,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,17.0,1,Current
2021-03-27,Lost Words,2021-04-06,Nintendo Switch,US,Maximum Games Inventory - US,,15.0,2,Current
